gvkey,datadate,fyear,indfmt,datafmt,tic,conm,curcd,at,ceq,dlc,dltt,ebitda,fincf,ivncf,oancf
013714,19981231,1998,INDL,STD,CBS,CBS CORP,USD,23613.1000,11449.6000,377.2000,3813.4000,1630.1000,-4607.5000,4218.4000,864.1000
013714,19991231,1999,INDL,STD,CBS,CBS CORP,USD,24486.4000,11132.0000,294.3000,5697.7000,1814.4000,727.0000,-1107.6000,294.1000
013714,20001231,2000,INDL,STD,CBS,CBS CORP,USD,82646.1000,47966.9000,223.9000,12473.8000,4242.9000,791.3000,-2860.9000,2323.3000
013714,20011231,2001,INDL,STD,CBS,CBS CORP,USD,90809.9000,62716.8000,299.0000,10823.7000,4666.6000,-2525.7000,-1190.5000,3509.1000
013714,20021231,2002,INDL,STD,CBS,CBS CORP,USD,89754.2000,62487.8000,199.0000,10205.2000,5542.3000,-1766.7000,-1453.7000,3124.4000
013714,20031231,2003,INDL,STD,CBS,CBS CORP,USD,89848.5000,63205.0000,196.3000,9683.2000,5956.9000,-1404.1000,-1874.0000,3497.4000
013714,20041231,2004,INDL,STD,CBS,CBS CORP,USD,68002.3000,42024.3000,65.8000,9649.2000,5886.1000,-3029.4000,-533.7000,3640.6000
013714,20051231,2005,INDL,STD,CBS,CBS CORP,USD,43029.6000,21737.0000,747.1000,7153.2000,3238.9000,-7577.7000,4767.8000,3537.0000
013714,20061231,2006,INDL,STD,CBS,CBS CORP,USD,43508.8000,23522.5000,15.0000,7027.3000,3135.1000,-1284.1000,815.0000,1888.4000
013714,20071231,2007,INDL,STD,CBS,CBS CORP,USD,40430.2000,21472.4000,19.1000,7068.6000,3077.5000,-3777.8000,-135.1000,2185.2000
013714,20081231,2008,INDL,STD,CBS,CBS CORP,USD,26889.3000,8597.3000,21.3000,6974.8000,2691.0000,-919.8000,-2154.1000,2146.5000
013714,20091231,2009,INDL,STD,CBS,CBS CORP,USD,26962.0000,9019.4000,443.6000,6553.3000,1826.5000,-393.0000,-249.2000,939.4000
013714,20101231,2010,INDL,STD,CBS,CBS CORP,USD,26142.6000,9820.6000,27.3000,5973.5000,2369.0000,-1604.3000,-367.5000,1735.1000
013714,20111231,2011,INDL,STD,CBS,CBS CORP,USD,26197.0000,9908.0000,24.0000,5958.0000,3123.0000,-1180.0000,-389.0000,1749.0000
013714,20121231,2012,INDL,STD,CBS,CBS CORP,USD,26466.0000,10213.0000,18.0000,5904.0000,3488.0000,-1316.0000,-451.0000,1815.0000
013714,20131231,2013,INDL,STD,CBS,CBS CORP,USD,26387.0000,9966.0000,496.0000,5940.0000,3736.0000,-1912.0000,-272.0000,1873.0000
013714,20141231,2014,INDL,STD,CBS,CBS CORP,USD,24072.0000,6970.0000,636.0000,6510.0000,3255.0000,-643.0000,-601.0000,1275.0000
013714,20151231,2015,INDL,STD,CBS,CBS CORP,USD,23765.0000,5563.0000,222.0000,8226.0000,3107.0000,-1653.0000,154.0000,1394.0000
013714,20161231,2016,INDL,STD,CBS,CBS CORP,USD,24238.0000,3689.0000,473.0000,8902.0000,3086.0000,-1046.0000,-340.0000,1685.0000
013714,20171231,2017,INDL,STD,CBS,CBS CORP,USD,20843.0000,1978.0000,698.0000,9464.0000,3042.0000,-677.0000,-547.0000,887.0000
013721,20081231,2008,INDL,STD,ZTS,ZOETIS INC,USD,,,,,,,,
013721,20091231,2009,INDL,STD,ZTS,ZOETIS INC,USD,,,,,,,,
013721,20101231,2010,INDL,STD,ZTS,ZOETIS INC,USD,5284.0000,3344.0000,38.0000,673.0000,502.0000,-277.0000,-9.0000,254.0000
013721,20111231,2011,INDL,STD,ZTS,ZOETIS INC,USD,5711.0000,3720.0000,0.0000,575.0000,866.0000,-30.0000,-449.0000,497.0000
013721,20121231,2012,INDL,STD,ZTS,ZOETIS INC,USD,6262.0000,4026.0000,73.0000,509.0000,1071.0000,-78.0000,-135.0000,454.0000
013721,20131231,2013,INDL,STD,ZTS,ZOETIS INC,USD,6558.0000,940.0000,15.0000,3642.0000,1293.0000,-200.0000,-179.0000,681.0000
013721,20141231,2014,INDL,STD,ZTS,ZOETIS INC,USD,6607.0000,1311.0000,7.0000,3643.0000,1368.0000,-154.0000,-187.0000,626.0000
013721,20151231,2015,INDL,STD,ZTS,ZOETIS INC,USD,7913.0000,1068.0000,405.0000,4463.0000,1492.0000,755.0000,-1115.0000,664.0000
013721,20161231,2016,INDL,STD,ZTS,ZOETIS INC,USD,7649.0000,1487.0000,0.0000,4468.0000,1717.0000,-903.0000,-214.0000,713.0000
013721,20171231,2017,INDL,STD,ZTS,ZOETIS INC,USD,8586.0000,1770.0000,0.0000,4953.0000,1990.0000,-251.0000,-270.0000,1346.0000
013988,19981231,1998,INDL,STD,SCHW,SCHWAB (CHARLES) CORP,USD,22264.3900,1428.6220,75.0000,311.0000,786.9720,-172.5310,-186.8940,718.0660
013988,19991231,1999,INDL,STD,SCHW,SCHWAB (CHARLES) CORP,USD,29299.0610,2273.9350,108.0000,407.0000,1207.8170,113.5080,-373.7340,1181.0440
013988,20001231,2000,INDL,STD,SCHW,SCHWAB (CHARLES) CORP,USD,38153.9690,4229.7120,379.1870,730.0730,1726.2510,476.9680,-1422.8610,1639.3860
013988,20011231,2001,INDL,STD,SCHW,SCHWAB (CHARLES) CORP,USD,40464.0000,4163.0000,719.0000,616.0000,1138.0000,924.0000,-807.0000,-584.0000
013988,20021231,2002,INDL,STD,SCHW,SCHWAB (CHARLES) CORP,USD,39705.0000,4011.0000,634.0000,542.0000,1024.0000,-726.0000,-739.0000,169.0000
013988,20031231,2003,INDL,STD,SCHW,SCHWAB (CHARLES) CORP,USD,45866.0000,4461.0000,1172.0000,691.0000,1132.0000,3399.0000,-3688.0000,7.0000
013988,20041231,2004,INDL,STD,SCHW,SCHWAB (CHARLES) CORP,USD,47133.0000,4386.0000,739.0000,525.0000,1130.0000,1865.0000,-2558.0000,686.0000
013988,20051231,2005,INDL,STD,SCHW,SCHWAB (CHARLES) CORP,USD,47351.0000,4450.0000,759.0000,442.0000,1496.0000,2245.0000,-3368.0000,675.0000
013988,20061231,2006,INDL,STD,SCHW,SCHWAB (CHARLES) CORP,USD,48992.0000,5008.0000,63.0000,345.0000,1661.0000,4082.0000,-3240.0000,1760.0000
013988,20071231,2007,INDL,STD,SCHW,SCHWAB (CHARLES) CORP,USD,42286.0000,3732.0000,6.0000,899.0000,2065.0000,144.0000,367.0000,1746.0000
013988,20081231,2008,INDL,STD,SCHW,SCHWAB (CHARLES) CORP,USD,51675.0000,4061.0000,2.0000,883.0000,2293.0000,9577.0000,-10901.0000,2.0000
013988,20091231,2009,INDL,STD,SCHW,SCHWAB (CHARLES) CORP,USD,75431.0000,5073.0000,,1512.0000,1507.0000,15419.0000,-14057.0000,1437.0000
013988,20101231,2010,INDL,STD,SCHW,SCHWAB (CHARLES) CORP,USD,92568.0000,6226.0000,6.0000,2000.0000,1469.0000,12109.0000,-15410.0000,-9.0000
013988,20111231,2011,INDL,STD,SCHW,SCHWAB (CHARLES) CORP,USD,108553.0000,7714.0000,6.0000,1995.0000,1684.0000,9951.0000,-8667.0000,2464.0000
013988,20121231,2012,INDL,STD,SCHW,SCHWAB (CHARLES) CORP,USD,133637.0000,8724.0000,306.0000,1626.0000,1712.0000,18978.0000,-16260.0000,1266.0000
013988,20131231,2013,INDL,STD,SCHW,SCHWAB (CHARLES) CORP,USD,143642.0000,9512.0000,6.0000,1897.0000,1978.0000,13459.0000,-20050.0000,1656.0000
013988,20141231,2014,INDL,STD,SCHW,SCHWAB (CHARLES) CORP,USD,154642.0000,10931.0000,357.0000,1542.0000,2379.0000,9682.0000,-8395.0000,2348.0000
013988,20151231,2015,INDL,STD,SCHW,SCHWAB (CHARLES) CORP,USD,183718.0000,11943.0000,7.0000,2883.0000,2529.0000,27992.0000,-28623.0000,1246.0000
013988,20161231,2016,INDL,STD,SCHW,SCHWAB (CHARLES) CORP,USD,223383.0000,13638.0000,258.0000,2618.0000,3342.0000,34963.0000,-38775.0000,2662.0000
013988,20171231,2017,INDL,STD,SCHW,SCHWAB (CHARLES) CORP,USD,243274.0000,15732.0000,15908.0000,3845.0000,4097.0000,22599.0000,-20473.0000,1263.0000
014225,19981231,1998,INDL,STD,FAST,FASTENAL CO,USD,251.2340,217.6460,4.0550,0.0000,98.3600,-13.0070,-28.6090,43.3160
014225,19991231,1999,INDL,STD,FAST,FASTENAL CO,USD,318.6210,281.9600,0.0000,0.0000,117.6830,-5.5720,-24.6540,55.9890
014225,20001231,2000,INDL,STD,FAST,FASTENAL CO,USD,402.4640,359.2580,0.0000,0.0000,141.5340,-3.0350,-30.3600,38.2530
014225,20011231,2001,INDL,STD,FAST,FASTENAL CO,USD,475.2440,424.8880,0.0000,0.0000,126.6980,-3.4150,-60.6480,91.7270
014225,20021231,2002,INDL,STD,FAST,FASTENAL CO,USD,559.0080,499.8710,0.0000,0.0000,130.6130,-3.7940,-47.0070,17.8190
014225,20031231,2003,INDL,STD,FAST,FASTENAL CO,USD,651.5430,576.7400,0.0000,0.0000,155.9650,-15.9350,-39.7330,90.6230
014225,20041231,2004,INDL,STD,FAST,FASTENAL CO,USD,770.2340,684.3690,0.0000,0.0000,231.5190,-30.3500,-43.5370,57.4370
014225,20051231,2005,INDL,STD,FAST,FASTENAL CO,USD,890.0350,783.5490,0.0000,0.0000,297.3840,-65.6740,-33.5520,121.9120
014225,20061231,2006,INDL,STD,FAST,FASTENAL CO,USD,1039.0160,922.0930,0.0000,0.0000,353.6620,-60.6670,-74.1990,97.8750
014225,20071231,2007,INDL,STD,FAST,FASTENAL CO,USD,1163.0610,1010.1610,0.0000,0.0000,413.7250,-153.5280,-37.6740,227.8950
014225,20081231,2008,INDL,STD,FAST,FASTENAL CO,USD,1304.1490,1142.2590,0.0000,0.0000,497.8720,-143.4320,-86.5830,259.8980
014225,20091231,2009,INDL,STD,FAST,FASTENAL CO,USD,1327.3580,1190.8430,0.0000,0.0000,336.7300,-148.0470,-81.7490,306.0700
014225,20101231,2010,INDL,STD,FAST,FASTENAL CO,USD,1468.2830,1282.5120,0.0000,0.0000,470.4790,-182.8140,-80.0480,240.4880
014225,20111231,2011,INDL,STD,FAST,FASTENAL CO,USD,1684.9480,1458.9760,0.0000,0.0000,619.5090,-181.8190,-112.2230,268.4890
014225,20121231,2012,INDL,STD,FAST,FASTENAL CO,USD,1815.8320,1560.3600,0.0000,0.0000,727.3400,-327.5130,-107.2040,396.2920
014225,20131231,2013,INDL,STD,FAST,FASTENAL CO,USD,2075.7840,1772.6970,0.0000,0.0000,776.2050,-234.4430,-201.7920,416.1200
014225,20141231,2014,INDL,STD,FAST,FASTENAL CO,USD,2359.1020,1915.2170,90.0000,0.0000,859.2980,-249.7320,-188.7810,499.3920
014225,20151231,2015,INDL,STD,FAST,FASTENAL CO,USD,2532.4620,1801.2890,62.0500,302.9500,913.9420,-337.5630,-180.6270,546.9400
014225,20161231,2016,INDL,STD,FAST,FASTENAL CO,USD,2668.8840,1933.0940,10.4820,379.5180,899.3590,-340.8720,-188.0930,513.9990
014225,20171231,2017,INDL,STD,FAST,FASTENAL CO,USD,2910.5000,2096.9000,3.0000,412.0000,1008.2000,-407.2000,-179.3000,585.2000
014282,19981231,1998,INDL,STD,APH,AMPHENOL CORP,USD,807.4010,-292.2570,1.6550,952.4690,184.9810,4.1570,-59.0030,53.2280
014282,19991231,1999,INDL,STD,APH,AMPHENOL CORP,USD,836.3760,-81.1660,16.8290,745.6580,200.7730,-18.5540,-35.7380,64.0950
014282,20001231,2000,INDL,STD,APH,AMPHENOL CORP,USD,1004.3220,29.2340,28.1300,700.2160,287.2650,-21.6450,-120.8210,154.1530
014282,20011231,2001,INDL,STD,APH,AMPHENOL CORP,USD,1026.7430,103.9330,59.7050,660.6140,243.6830,-16.3870,-99.0730,118.8500
014282,20021231,2002,INDL,STD,APH,AMPHENOL CORP,USD,1078.9080,166.9820,78.3630,565.8850,208.7720,-86.2670,-52.6120,131.5630
014282,20031231,2003,INDL,STD,APH,AMPHENOL CORP,USD,1181.3840,323.4060,10.6790,532.2800,241.4270,-75.2330,-81.2970,159.4040
014282,20041231,2004,INDL,STD,APH,AMPHENOL CORP,USD,1306.7110,481.6040,16.9090,432.1440,315.4730,-115.6100,-86.0020,208.2510
014282,20051231,2005,INDL,STD,APH,AMPHENOL CORP,USD,1932.5400,689.2350,15.0300,765.9700,393.9930,348.3010,-569.4280,229.6240
014282,20061231,2006,INDL,STD,APH,AMPHENOL CORP,USD,2195.3970,902.9940,3.2410,677.1730,517.9310,-155.1580,-98.9730,289.5970
014282,20071231,2007,INDL,STD,APH,AMPHENOL CORP,USD,2675.7330,1264.9140,1.0750,721.5610,634.4860,-4.4410,-279.0780,387.8990
014282,20081231,2008,INDL,STD,APH,AMPHENOL CORP,USD,2994.1590,1349.4250,0.4390,786.0200,723.5410,-193.9400,-246.0850,481.5230
014282,20091231,2009,INDL,STD,APH,AMPHENOL CORP,USD,3219.1840,1746.0770,0.3990,753.0500,587.4370,-34.3220,-373.1900,582.2970
014282,20101231,2010,INDL,STD,APH,AMPHENOL CORP,USD,4015.8570,2320.8550,0.3520,799.6400,803.2030,64.7210,-348.2250,424.8930
014282,20111231,2011,INDL,STD,APH,AMPHENOL CORP,USD,4445.2250,2171.7690,0.2980,1376.8310,876.7830,-151.1480,-430.8840,565.2070
014282,20121231,2012,INDL,STD,APH,AMPHENOL CORP,USD,5215.4630,2429.9590,100.2930,1606.2040,952.1240,-13.0840,-493.5990,674.6790
014282,20131231,2013,INDL,STD,APH,AMPHENOL CORP,USD,6168.0280,2859.5090,701.4370,1431.4370,1039.2780,108.5890,-693.3140,769.0500
014282,20141231,2014,INDL,STD,APH,AMPHENOL CORP,USD,7027.0000,2907.4000,1.6000,2672.3000,1216.8000,14.1000,-781.9000,880.9000
014282,20151231,2015,INDL,STD,APH,AMPHENOL CORP,USD,7458.4000,3238.5000,0.3000,2813.2000,1282.0000,-180.1000,-27.3000,1030.5000
014282,20161231,2016,INDL,STD,APH,AMPHENOL CORP,USD,8498.7000,3674.9000,375.2000,2635.5000,1458.8000,-133.5000,-1612.7000,1077.6000
014282,20171231,2017,INDL,STD,APH,AMPHENOL CORP,USD,10003.9000,3989.8000,1.1000,3541.5000,1658.4000,-140.1000,-380.2000,1144.2000
014324,19981231,1998,INDL,STD,ALTR.1,ALTERA CORP,USD,1093.3310,881.7210,0.0000,0.0000,261.8810,-45.1340,-116.6670,270.0690
014324,19991231,1999,INDL,STD,ALTR.1,ALTERA CORP,USD,1439.5990,1118.0730,0.0000,0.0000,335.4380,-54.6700,-314.8810,402.7790
014324,20001231,2000,INDL,STD,ALTR.1,ALTERA CORP,USD,2004.1340,1247.9300,0.0000,0.0000,567.5340,-508.6040,290.3170,550.4150
014324,20011231,2001,INDL,STD,ALTR.1,ALTERA CORP,USD,1361.4270,1114.5000,0.0000,0.0000,203.2680,-148.9230,-84.0720,-118.3420
014324,20021231,2002,INDL,STD,ALTR.1,ALTERA CORP,USD,1371.7370,1131.2360,0.0000,0.0000,127.8560,-95.1220,-42.1900,247.6610
014324,20031231,2003,INDL,STD,ALTR.1,ALTERA CORP,USD,1487.6060,1102.4040,0.0000,0.0000,243.4670,-202.2610,-121.8020,327.4970
014324,20041231,2004,INDL,STD,ALTR.1,ALTERA CORP,USD,1746.6660,1278.6240,0.0000,0.0000,345.4050,-127.8170,134.9300,313.9920
014324,20051231,2005,INDL,STD,ALTR.1,ALTERA CORP,USD,1827.6960,1259.5880,2.3620,3.8710,351.5780,-309.8770,102.5060,415.1420
014324,20061231,2006,INDL,STD,ALTR.1,ALTERA CORP,USD,2214.7920,1608.1610,2.6230,1.3040,330.7960,-51.6400,-422.6440,424.9890
014324,20071231,2007,INDL,STD,ALTR.1,ALTERA CORP,USD,1769.9180,861.4500,1.3040,250.0000,311.2740,-841.1210,719.9020,272.9020
014324,20081231,2008,INDL,STD,ALTR.1,ALTERA CORP,USD,1879.9070,799.8770,2.2490,502.5950,452.4410,-223.1410,100.5230,449.2660
014324,20091231,2009,INDL,STD,ALTR.1,ALTERA CORP,USD,2293.2310,1085.3360,2.8670,500.0000,325.2740,-28.9020,-13.8750,372.7060
014324,20101231,2010,INDL,STD,ALTR.1,ALTERA CORP,USD,3759.8370,2323.6520,0.0000,500.0000,889.0360,384.7810,-22.9520,856.6950
014324,20111231,2011,INDL,STD,ALTR.1,ALTERA CORP,USD,4282.2680,2993.8960,500.0000,0.0000,883.0870,-181.9390,-170.9240,959.6000
014324,20121231,2012,INDL,STD,ALTR.1,ALTERA CORP,USD,4657.8280,3333.4470,0.0000,500.0000,621.0440,-315.3440,-767.1760,587.2140
014324,20131231,2013,INDL,STD,ALTR.1,ALTERA CORP,USD,6009.8470,3512.0670,0.0000,1491.4660,512.5780,638.8350,-1236.5120,590.2080
014324,20141231,2014,INDL,STD,ALTR.1,ALTERA CORP,USD,5674.2260,3285.8260,0.0000,1492.7590,596.3830,-837.6130,-271.3930,666.2150
014359,19981231,1998,INDL,STD,PXD,PIONEER NATURAL RESOURCES CO,USD,3481.3140,789.0770,306.5210,1868.7440,293.0830,190.9330,-517.0070,314.0760
014359,19991231,1999,INDL,STD,PXD,PIONEER NATURAL RESOURCES CO,USD,2929.4730,774.6140,0.8280,1745.1080,378.9010,-479.0690,198.9950,255.2340
014359,20001231,2000,INDL,STD,PXD,PIONEER NATURAL RESOURCES CO,USD,2954.4350,904.9050,0.0000,1578.7760,542.6610,-244.0680,-194.5010,430.0960
014359,20011231,2001,INDL,STD,PXD,PIONEER NATURAL RESOURCES CO,USD,3271.0530,1285.3890,0.0000,1577.3040,472.4840,-64.0400,-422.7410,475.6000
014359,20021231,2002,INDL,STD,PXD,PIONEER NATURAL RESOURCES CO,USD,3455.1160,1374.8970,0.0000,1668.5360,367.9140,170.8730,-508.1310,332.2450
014359,20031231,2003,INDL,STD,PXD,PIONEER NATURAL RESOURCES CO,USD,3951.5720,1759.7720,0.0000,1555.4610,820.7760,-91.7200,-662.3000,763.6790
014359,20041231,2004,INDL,STD,PXD,PIONEER NATURAL RESOURCES CO,USD,6647.2410,2831.7800,0.0000,2385.9500,1216.7320,414.2580,-1531.5210,1104.5470
014359,20051231,2005,INDL,STD,PXD,PIONEER NATURAL RESOURCES CO,USD,7329.2340,2217.1020,0.0000,2058.4120,1367.1770,-1371.7900,84.7340,1295.3100
014359,20061231,2006,INDL,STD,PXD,PIONEER NATURAL RESOURCES CO,USD,7355.3990,2984.6710,0.0000,1497.1620,826.7340,-913.5430,145.5150,754.8280
014359,20071231,2007,INDL,STD,PXD,PIONEER NATURAL RESOURCES CO,USD,8616.9810,3042.7220,0.0000,2755.4910,933.5740,1011.3190,-1782.9920,775.3150
014359,20081231,2008,INDL,STD,PXD,PIONEER NATURAL RESOURCES CO,USD,9163.1780,3582.1490,0.0000,2964.0470,1165.1560,162.3480,-1151.4100,1025.2280
014359,20091231,2009,INDL,STD,PXD,PIONEER NATURAL RESOURCES CO,USD,8867.2650,3536.1880,0.0000,2761.0110,804.2590,-153.0430,-410.9850,543.0590
014359,20101231,2010,INDL,STD,PXD,PIONEER NATURAL RESOURCES CO,USD,9679.1020,4120.5830,0.0000,2601.6700,933.5290,-246.3750,-954.8560,1285.0230
014359,20111231,2011,INDL,STD,PXD,PIONEER NATURAL RESOURCES CO,USD,11524.1610,5488.7940,0.0000,2528.9050,1010.9520,457.3970,-1560.7870,1529.7140
014359,20121231,2012,INDL,STD,PXD,PIONEER NATURAL RESOURCES CO,USD,13069.0300,5689.3540,0.0000,3721.1930,985.2440,1110.7450,-3256.4100,1837.5770
014359,20131231,2013,INDL,STD,PXD,PIONEER NATURAL RESOURCES CO,USD,12292.7880,6601.5840,0.0000,2653.0590,326.5450,157.7750,-2139.8040,2145.2790
014359,20141231,2014,INDL,STD,PXD,PIONEER NATURAL RESOURCES CO,USD,14926.0000,8581.0000,0.0000,2665.0000,2174.0000,965.0000,-2699.0000,2366.0000
014359,20151231,2015,INDL,STD,PXD,PIONEER NATURAL RESOURCES CO,USD,15154.0000,8368.0000,448.0000,3207.0000,-486.0000,958.0000,-1840.0000,1248.0000
014359,20161231,2016,INDL,STD,PXD,PIONEER NATURAL RESOURCES CO,USD,16459.0000,10404.0000,485.0000,2728.0000,933.0000,2049.0000,-3820.0000,1498.0000
014359,20171231,2017,INDL,STD,PXD,PIONEER NATURAL RESOURCES CO,USD,17003.0000,11274.0000,449.0000,2283.0000,1732.0000,-529.0000,-1783.0000,2090.0000
014418,19981231,1998,INDL,STD,MGM,MGM RESORTS INTERNATIONAL,USD,1773.7940,964.3810,15.1630,537.6640,169.4960,281.4030,-405.7330,171.6800
014418,19991231,1999,INDL,STD,MGM,MGM RESORTS INTERNATIONAL,USD,2760.7430,1033.8460,12.9970,1323.8530,351.1490,136.3820,-386.6930,289.8770
014418,20001231,2000,INDL,STD,MGM,MGM RESORTS INTERNATIONAL,USD,10734.6010,2382.4450,525.4070,5355.4120,934.5740,4845.5800,-5556.6920,817.5580
014418,20011231,2001,INDL,STD,MGM,MGM RESORTS INTERNATIONAL,USD,10497.4430,2510.7000,169.1890,5296.4190,1053.4880,-460.5380,-352.2050,793.7460
014418,20021231,2002,INDL,STD,MGM,MGM RESORTS INTERNATIONAL,USD,10504.9850,2664.1440,7.9600,5214.2350,1119.3140,-454.4850,-371.2100,827.9580
014418,20031231,2003,INDL,STD,MGM,MGM RESORTS INTERNATIONAL,USD,10709.7100,2533.7880,9.0080,5521.8900,1070.6510,-165.2350,-555.6880,702.9660
014418,20041231,2004,INDL,STD,MGM,MGM RESORTS INTERNATIONAL,USD,11115.0290,2771.7040,1.5100,5462.1090,1239.3720,-325.9720,-347.7530,829.2470
014418,20051231,2005,INDL,STD,MGM,MGM RESORTS INTERNATIONAL,USD,20699.4200,3235.0720,1.5980,12357.2310,1793.3800,4062.8260,-5302.8170,1182.7960
014418,20061231,2006,INDL,STD,MGM,MGM RESORTS INTERNATIONAL,USD,22146.2380,3849.5490,1.6100,12996.3170,2048.7230,510.0240,-1652.4270,1241.9520
014418,20071231,2007,INDL,STD,MGM,MGM RESORTS INTERNATIONAL,USD,22727.6860,6060.7030,1.4920,11180.5110,2027.9250,-1240.5370,209.3010,994.4160
014418,20081231,2008,INDL,STD,MGM,MGM RESORTS INTERNATIONAL,USD,23274.7160,3974.3610,1049.5010,12421.3120,1713.8080,1122.0820,-1981.4400,753.0320
014418,20091231,2009,INDL,STD,MGM,MGM RESORTS INTERNATIONAL,USD,22518.2100,3870.4320,1081.5220,12978.7480,1108.2720,1488.7500,-330.2550,587.9140
014418,20101231,2010,INDL,STD,MGM,MGM RESORTS INTERNATIONAL,USD,18961.0450,2998.5450,1.5030,12048.9340,863.1450,-1475.1780,-586.0790,504.0140
014418,20111231,2011,INDL,STD,MGM,MGM RESORTS INTERNATIONAL,USD,27766.2760,6086.5780,1.4720,13470.7910,1394.8170,711.9220,-21.3120,675.1260
014418,20121231,2012,INDL,STD,MGM,MGM RESORTS INTERNATIONAL,USD,26284.7380,4365.5480,0.2790,13589.6280,1587.5800,-786.9590,-446.4170,909.3510
014418,20131231,2013,INDL,STD,MGM,MGM RESORTS INTERNATIONAL,USD,26110.1850,4231.1790,0.9650,13448.3100,1982.5410,-489.7080,-560.1370,1310.4480
014418,20141231,2014,INDL,STD,MGM,MGM RESORTS INTERNATIONAL,USD,26702.5110,4090.9170,1250.0110,12922.1490,2075.4670,308.0770,-1524.1500,1127.0080
014418,20151231,2015,INDL,STD,MGM,MGM RESORTS INTERNATIONAL,USD,25215.1780,5119.9270,336.0140,12377.4020,1867.8070,-257.8790,-795.0580,1008.7410
014418,20161231,2016,INDL,STD,MGM,MGM RESORTS INTERNATIONAL,USD,28173.3010,6220.1800,17.3750,12984.2200,2135.9150,519.4220,-2276.2040,1533.9720
014418,20171231,2017,INDL,STD,MGM,MGM RESORTS INTERNATIONAL,USD,29159.1780,7612.6520,158.0420,12751.0520,2486.3540,-568.7780,-1580.5920,2206.4110
014438,20070930,2007,INDL,STD,ADT.4,ADT CORP,USD,,,,,,,,
014438,20080930,2008,INDL,STD,ADT.4,ADT CORP,USD,,,,,,,,
014438,20090930,2009,INDL,STD,ADT.4,ADT CORP,USD,,,,,,,,
014438,20100930,2010,INDL,STD,ADT.4,ADT CORP,USD,8692.0000,5166.0000,190.0000,1326.0000,1240.0000,230.0000,-1250.0000,1070.0000
014438,20110930,2011,INDL,STD,ADT.4,ADT CORP,USD,8739.0000,5231.0000,1.0000,1506.0000,1547.0000,-548.0000,-909.0000,1439.0000
014438,20120930,2012,INDL,STD,ADT.4,ADT CORP,USD,9260.0000,5157.0000,2.0000,2525.0000,1633.0000,-231.0000,-1096.0000,1493.0000
014438,20130930,2013,INDL,STD,ADT.4,ADT CORP,USD,9913.0000,4322.0000,3.0000,3373.0000,1702.0000,-366.0000,-1394.0000,1666.0000
014438,20140930,2014,INDL,STD,ADT.4,ADT CORP,USD,10549.0000,3128.0000,4.0000,5096.0000,1784.0000,202.0000,-1792.0000,1519.0000
014438,20150930,2015,INDL,STD,ADT.4,ADT CORP,USD,10726.0000,2919.0000,5.0000,5389.0000,1818.0000,-184.0000,-1406.0000,1605.0000
014477,19981231,1998,INDL,STD,WM,WASTE MANAGEMENT INC,USD,22715.1980,4372.4960,583.7420,11114.2010,4009.7820,2955.7960,-4555.1370,1502.0350
014477,19991231,1999,INDL,STD,WM,WASTE MANAGEMENT INC,USD,22681.4240,4402.6120,3098.7420,8399.3460,2937.5900,426.1780,-2016.9130,1689.5890
014477,20001231,2000,INDL,STD,WM,WASTE MANAGEMENT INC,USD,18565.0000,4801.0000,113.0000,8372.0000,3216.0000,-3279.0000,1072.0000,2125.0000
014477,20011231,2001,INDL,STD,WM,WASTE MANAGEMENT INC,USD,19490.0000,5392.0000,515.0000,7709.0000,3034.0000,-485.0000,-1232.0000,2355.0000
014477,20021231,2002,INDL,STD,WM,WASTE MANAGEMENT INC,USD,19631.0000,5308.0000,231.0000,8062.0000,2896.0000,-1658.0000,-962.0000,2153.0000
014477,20031231,2003,INDL,STD,WM,WASTE MANAGEMENT INC,USD,20656.0000,5563.0000,514.0000,7997.0000,2841.0000,-973.0000,-1084.0000,1926.0000
014477,20041231,2004,INDL,STD,WM,WASTE MANAGEMENT INC,USD,20905.0000,5971.0000,384.0000,8182.0000,3021.0000,-1130.0000,-863.0000,2218.0000
014477,20051231,2005,INDL,STD,WM,WASTE MANAGEMENT INC,USD,21135.0000,6121.0000,522.0000,8165.0000,3167.0000,-1090.0000,-1062.0000,2391.0000
014477,20061231,2006,INDL,STD,WM,WASTE MANAGEMENT INC,USD,20600.0000,6222.0000,822.0000,7495.0000,3408.0000,-1803.0000,-788.0000,2540.0000
014477,20071231,2007,INDL,STD,WM,WASTE MANAGEMENT INC,USD,20175.0000,5792.0000,329.0000,8008.0000,3601.0000,-1946.0000,-761.0000,2439.0000
014477,20081231,2008,INDL,STD,WM,WASTE MANAGEMENT INC,USD,20227.0000,5902.0000,835.0000,7491.0000,3577.0000,-1256.0000,-1183.0000,2575.0000
014477,20091231,2009,INDL,STD,WM,WASTE MANAGEMENT INC,USD,21154.0000,6285.0000,749.0000,8124.0000,3281.0000,-457.0000,-1250.0000,2362.0000
014477,20101231,2010,INDL,STD,WM,WASTE MANAGEMENT INC,USD,21476.0000,6260.0000,233.0000,8674.0000,3378.0000,-1273.0000,-1606.0000,2275.0000
014477,20111231,2011,INDL,STD,WM,WASTE MANAGEMENT INC,USD,22569.0000,6070.0000,631.0000,9125.0000,3401.0000,-566.0000,-2185.0000,2469.0000
